directory,total_segs,covered_segs,inner_missing,gap_count,gap_index,gap_section,gap_local_n_start,gap_local_n_end,gap_missing_count,gap_sample_heb
avodah_zarah_73,31,30,3,1,1,Avodah Zarah 73b,14,16,3,"תַּנְיָא כְּוָותֵיהּ דְּרַב וּשְׁמוּאֵל, תַּנְיָא כְּוָותֵיהּ דְּרַבִּי יוֹחָנָן וְרֵישׁ לָקִישׁ."
bava_batra_135,24,22,3,1,1,Bava Batra 135a,11,1,2,אַבָּיֵי אָמַר:
bava_batra_137,26,24,3,1,1,Bava Batra 137a,3,4,2,"קַשְׁיָא דְּרַבִּי אַדְּרַבִּי, וּדְרַבָּן שִׁמְעוֹן בֶּן גַּמְלִיאֵל אַדְּרַבָּן שִׁמְעוֹן בֶּן גַּ"
bava_batra_14,27,22,3,1,1,Bava Batra 14b,4,5,2,"וְרַבִּי מֵאִיר, עַמּוּדִין הֵיכָא הֲווֹ קָיְימִי? מִבָּרַאי. וְרַבִּי מֵאִיר, שִׁבְרֵי לוּחוֹת דְּמ"
bava_batra_141,23,22,3,1,1,Bava Batra 141a,8,10,3,"אֶלָּא הָא דְּתַנְיָא: יָלְדָה זָכָר וּנְקֵבָה – הַזָּכָר נוֹטֵל שִׁשָּׁה דִּינָרִין, וְהַנְּקֵבָה נ"
bava_batra_149,10,10,3,1,1,Bava Batra 149a,2,3,2,"אִיבַּעְיָא לְהוּ: מָכַר כׇּל נְכָסָיו, מַהוּ? אָמַר רַב יְהוּדָה אָמַר רַב: אִם עָמַד אֵינוֹ חוֹזֵר"
bava_batra_150,22,22,3,1,1,Bava Batra 150a,6,7,2,אִיבַּעְיָא לְהוּ: עַבְדָּא – כִּמְקַרְקְעָא אוֹ כְּמִטַּלְטְלָא דָּמֵי? אֲמַר לֵיהּ רַב אַחָא בְּרֵ
bava_batra_176,20,20,3,1,1,Bava Batra 176a,8,9,2,קַשְׁיָא דְּרַב אַדְּרַב! לָא קַשְׁיָא; הָא דִּכְתִב בֵּיהּ ״פְּלוֹנִי עָרֵב״. הָא דִּכְתִב בֵּיהּ ״
bava_batra_38,15,13,3,1,1,Bava Batra 38b,2,3,2,אָמַר רַב יְהוּדָה אָמַר רַב: אֵין מַחֲזִיקִין בְּנִכְסֵי בוֹרֵחַ. כִּי אַמְרִיתַהּ קַמֵּיהּ דִּשְׁמ
bava_kamma_111,31,24,3,1,1,Bava Kamma 111a,7,8,2,"תַּנְיָא, אָמַר רַבִּי: לְדִבְרֵי רַבִּי יְהוּדָה, אִם קַיָּים אָשָׁם – יַחֲזִיר אָשָׁם אֵצֶל כֶּסֶף"
bava_kamma_42,35,33,3,1,1,Bava Kamma 42a,8,9,2,"אֶלָּא אָמַר רָבָא: אִיצְטְרִיךְ, סָלְקָא דַּעְתָּךְ אָמֵינָא: אֲנָשִׁים – וְלֹא שְׁוָורִים הַדּוֹמִ"
bava_kamma_45,32,29,3,1,1,Bava Kamma 45b,14,16,3,"וְהָא מִיבְּעֵי לֵיהּ לְלָאו! אִם כֵּן, נִכְתּוֹב רַחֲמָנָא ״וְלֹא יִשְׁמוֹר״, מַאי ״וְלֹא יִשְׁמְרֶ"
bava_kamma_55,36,29,3,1,1,Bava Kamma 55a,15,16,2,"אָמְרִי: הָכִי הַשְׁתָּא?! הָתָם – אֶרֶץ מְקוֹם חִיּוּבָא, חוּצָה לָאָרֶץ לָא מְקוֹם חִיּוּבָא; הָכָ"
bava_kamma_60,45,40,3,1,1,Bava Kamma 60a,13,14,2,וְרַבִּי יְהוּדָה – ״אוֹ״ מִיבְּעֵי לֵיהּ לְחַלֵּק. וְרַבָּנַן לְחַלֵּק מְנָא לְהוּ? נָפְקָא לְהוּ מ
bava_kamma_81,34,25,3,1,1,Bava Kamma 81b,8,9,2,"וּמְהַלְּכִין בִּשְׁבִילֵי הָרְשׁוּת, עַד שֶׁתֵּרֵד רְבִיעָה שְׁנִיָּה. אָמַר רַב פָּפָּא: וְהַאי דּ"
bava_kamma_96,32,20,3,1,1,Bava Kamma 96b,1,2,2,"מַאי, לָאו הוּא הַדִּין לְנֶחְלְקָה? לָא; נִיטְּלָה שָׁאנֵי, דְּהָא חֲסַר לֵהּ."
bava_kamma_99,42,21,3,1,1,Bava Kamma 99a,14,15,2,"מַאי, לָאו בְּאוּמָּן קוֹנֶה בִּשְׁבַח כְּלִי קָמִיפַּלְגִי? דְּרַבִּי מֵאִיר סָבַר: אוּמָּן קוֹנֶה "
bava_metzia_116,30,25,3,1,1,Bava Metzia 116b,8,9,2,כִּדְאָמַר רַב נַחְמָן: כְּגוֹן שֶׁיֵּשׁ עֵסֶק שְׁבוּעָה בֵּינֵיהֶן. הָכָא נָמֵי: כְּגוֹן שֶׁיֵּשׁ ע
bava_metzia_18,33,31,3,1,1,Bava Metzia 18b,12,14,3,"לְמַאן דְּאָמַר לְרַבִּי זֵירָא בִּמְקוֹם שֶׁהַשְּׁיָירוֹת מְצוּיוֹת, וְאַף עַל גַּב שֶׁלֹּא הוּחְזְ"
bava_metzia_2,26,26,3,1,1,Bava Metzia 2b,9,10,2,"הַאי מַאי, אִי אָמְרַתְּ בִּשְׁלָמָא רַבָּנַן: הָתָם דְּלָא תָּפְסִי תַּרְוַיְיהוּ אֲמַרוּ רַבָּנַן "
bava_metzia_33,33,33,3,1,1,Bava Metzia 33a,2,3,2,"הָא מַנִּי? רַבִּי יוֹסֵי הַגְּלִילִי הִיא, דְּאָמַר צַעַר בַּעֲלֵי חַיִּים דְּרַבָּנַן."
bava_metzia_51,33,16,3,1,1,Bava Metzia 51a,17,18,2,"אִי רַבִּי נָתָן – מַתְנִיתִין קָתָנֵי ״רָצָה״, וּבָרַיְיתָא לָא קָתָנֵי ״רָצָה״. אִי רַבִּי יְהוּדָ"
bava_metzia_54,30,30,3,1,1,Bava Metzia 54b,6,7,2,וְתִיפּוֹק לֵיהּ דְּהָוֵה לֵיהּ הֶקְדֵּשׁ שֵׁנִי. וְאָמַר רַבִּי יְהוֹשֻׁעַ בֶּן לֵוִי: אַהֶקְדֵּשׁ 
bava_metzia_61,37,36,3,1,1,Bava Metzia 61a,18,1,2,"וְלוֹקְמַהּ בְּרִבִּית וְאוֹנָאָה, וְלַעֲבוֹר עָלָיו בִּשְׁנֵי לָאוִין? דָּבָר הַלָּמֵד מֵעִנְיָינוֹ"
beitzah_28,36,29,3,1,1,Beitzah 28a,15,17,3,"אִיכָּא דְּמַתְנֵי לַהּ אַסֵּיפָא: בְּשֶׁל עֵץ מוּתָּר, אָמַר רַב יְהוּדָה אָמַר שְׁמוּאֵל: הָא דְּא"
bekhorot_25,35,34,3,1,1,Bekhorot 25a,2,4,3,וּמִי אָמַר רַב הָכִי? וְהָא אָמַר רַב חִיָּיא בַּר אָשֵׁי מִשְּׁמֵיהּ דְּרַב: מְסוֹכַרְיָא דְּנַזְי
bekhorot_30,31,21,3,1,1,Bekhorot 30a,13,1,2,"רַבִּי יוֹנָה וְרַבִּי יִרְמְיָה תַּלְמִידֵי רַבִּי זְעֵירָא, וְאָמְרִי לַהּ רַבִּי יוֹנָה וְרַבִּי "
bekhorot_8,38,29,3,1,1,Bekhorot 8a,9,11,3,כֹּל שֶׁתַּשְׁמִישׁוֹ וְעִיבּוּרוֹ שָׁוֶה — יוֹלְדִים וּמְגַדְּלִים זֶה מִזֶּה. הַכֹּל מְשַׁמְּשִׁין
berakhot_2,33,22,3,1,1,Berakhot 2a,14,1,2,"וּמִמַּאי דְּהַאי ״וּבָא הַשֶּׁמֶשׁ״ בִּיאַת הַשֶּׁמֶשׁ, וְהַאי ״וְטָהֵר״ — טְהַר יוֹמָא."
berakhot_24,45,22,3,1,1,Berakhot 24a,8,9,2,"בִּשְׁלָמָא לְרַב יוֹסֵף לָא קַשְׁיָא, הָא אִשְׁתּוֹ, וְהָא בְּאַחֵר. אֶלָּא לִשְׁמוּאֵל קַשְׁיָא?"
berakhot_45,40,23,3,1,1,Berakhot 45b,6,8,3,"תִּסְתַּיֵּים, דְּרַב דְּאָמַר אִם רָצוּ לְזַמֵּן — אֵין מְזַמְּנִין. דְּאָמַר רַב דִּימִי בַּר יוֹס"
chagigah_22,39,27,3,1,1,Chagigah 22a,15,16,2,"וּמַאן תַּנָּא דְּחָיֵישׁ לְאֵיבָה — רַבִּי יוֹסֵי הִיא. דְּתַנְיָא, אָמַר רַבִּי יוֹסֵי: מִפְּנֵי מ"
chagigah_24,24,18,3,1,1,Chagigah 24b,6,7,2,דִּלְמָא לָא שֵׁנִי עָבֵיד וְלָא שְׁלִישִׁי.
chagigah_4,25,17,3,1,1,Chagigah 4a,9,10,2,"וְאֶלָּא קְרָא לְמַאי אֲתָא? לִכְדַאֲחֵרִים. דִּתְנַן, אֲחֵרִים אוֹמְרִים: הַמְקַמֵּץ, וְהַמְצָרֵף נ"
eruvin_27,33,30,3,1,1,Eruvin 27b,8,9,2,"וְאִי כְּתַב רַחֲמָנָא ״בַּשֵּׁכָר״, הֲוָה אָמֵינָא: מַאי שֵׁכָר? דְּבֵילָה קְעִילִית, דְּפֵירָא הוּ"
eruvin_89,30,28,3,1,1,Eruvin 89b,3,4,2,וְהָא אָמַר רַבִּי אֶלְעָזָר: כִּי הֲוֵינַן בְּבָבֶל הֲוָה אָמְרִינַן: בֵּי רַב מִשְּׁמֵיהּ דְּרַב א
eruvin_91,26,25,3,1,1,Eruvin 91a,12,13,2,"מֵתִיב רַב שֵׁשֶׁת: רַבִּי שִׁמְעוֹן אוֹמֵר, אֶחָד גַּגּוֹת אֶחָד חֲצֵירוֹת וְאֶחָד קַרְפֵּיפוֹת רְש"
gittin_19,38,26,3,1,1,Gittin 19a,5,6,2,עַל הַכֹּל כּוֹתְבִין – עַל הֶעָלֶה שֶׁל זַיִת; וְעַל הַקֶּרֶן שֶׁל פָּרָה – וְנוֹתֵן לָהּ אֶת הַפָּ
gittin_26,31,28,3,1,1,Gittin 26a,16,1,3,שֶׁנֶּאֱמַר ״וְכָתַב לָהּ״: וְהָא כִּי כְּתִיב ״לָהּ״ – אַתּוֹרֶף הוּא דִּכְתִיב!
gittin_55,34,27,3,1,1,Gittin 55b,5,7,3,"הָכִי נָמֵי קָאָמַר: לָא נוֹדְעָה – מְכַפֶּרֶת, נוֹדְעָה – אֵינָהּ מְכַפֶּרֶת, מִפְּנֵי תִּיקּוּן הַ"
gittin_56,36,35,3,1,1,Gittin 56b,14,15,2,"אַמַּאי קָרֵי לַהּ ״בְּרִיָּה קַלָּה״? דְּמַעֲלָנָא אִית לַהּ, וּמַפְּקָנָא לֵית לַהּ."
gittin_75,34,29,3,1,1,Gittin 75b,1,2,2,דִּתְנַאי וּמַעֲשֶׂה בְּדָבָר אֶחָד! אֶלָּא אָמַר רַב אַדָּא בַּר אַהֲבָה: מִשּׁוּם דִּתְנַאי וּמַעֲ
gittin_89,37,27,3,1,1,Gittin 89a,11,12,2,אָמַר רַבָּה בַּר בַּר חָנָה אָמַר רַבִּי יוֹחָנָן: לֹא שֶׁשָּׁמְעוּ קוֹל הֲבָרָה; אֶלָּא כְּדֵי שֶׁ
horayot_12,42,33,3,1,1,Horayot 12b,7,8,2,"וְכוּלָּן נוֹהֲגִין בִּמְרוּבֵּה בְגָדִים חוּץ מִפַּר הַמֵּבִיא עַל כׇּל הַמִּצְוֹת, וְכוּלָּן נוֹהֲ"
hullin_37,21,20,3,1,1,Hullin 37a,11,2,3,"אֶלָּא מֵהָכָא, ״וְחֵלֶב נְבֵלָה וְחֵלֶב טְרֵפָה יֵעָשֶׂה לְכׇל מְלָאכָה וְאָכֹל לֹא תֹאכְלֻהוּ״, וְ"
hullin_39,34,32,3,1,1,Hullin 39b,9,10,2,וְהָוֵינַן בַּהּ: מַעֲשֶׂה לִסְתּוֹר?
hullin_44,28,25,3,1,1,Hullin 44a,5,6,2,"מִכׇּל מָקוֹם, קַשְׁיָא."
ketubot_108,21,20,3,1,1,Ketubot 108b,11,12,2,"אֶלָּא טַעְמָא דְּאֵין בַּלָּשׁוֹן הַזֶּה לְשׁוֹן קַנְקַנִּים, הָא יֵשׁ בַּלָּשׁוֹן הַזֶּה לְשׁוֹן ק"
ketubot_109,28,26,3,1,1,Ketubot 109b,5,6,2,"אֲמַר: אִי הֲוָה אֲבוּהוֹן דְּיַתְמֵי קַיָּים, הֲוָה טָעֵין וְאָמַר: ״תֶּלֶם אֶחָד עָשִׂיתִי לָךְ״. "
ketubot_4,22,20,3,1,1,Ketubot 4b,1,2,2,"הָכִי קָאָמַר: וְכֵן מִי שֶׁפֵּירְסָה אִשְׁתּוֹ נִדָּה וְלֹא בָּעַל — הוּא יָשֵׁן בֵּין הָאֲנָשִׁים,"
ketubot_62,25,25,3,1,1,Ketubot 62a,10,1,2,הַחַמָּרִים אַחַת בַּשַּׁבָּת. אֲמַר לֵיהּ רַבָּה בַּר רַב חָנָן לְאַבָּיֵי: אִיכְּפַל תַּנָּא לְאַש
ketubot_72,33,17,3,1,1,Ketubot 72a,3,4,2,וְאִם הָיָה טוֹעֵן מִשּׁוּם דָּבָר אַחֵר — רַשַּׁאי. מַאי ״דָּבָר אַחֵר״? אָמַר רַב יְהוּדָה אָמַר ש
ketubot_76,18,17,3,1,1,Ketubot 76b,1,2,2,"כַּלָּה בְּבֵית אָבִיהָ, מִי דָּמֵי? הָתָם — מַיְיתֵי אָב רְאָיָה וּמַפֵּיק, הָכָא — מַיְיתֵי בַּעַל"
ketubot_78,20,19,3,1,1,Ketubot 78b,7,8,2,כְּמַאן? דְּלֹא כְּרַבִּי יְהוּדָה וְלֹא כְּרַבִּי חֲנִינָא בֶּן עֲקַבְיָא! אִינְהוּ דְּאָמְרִי כְּר
ketubot_90,35,24,3,1,1,Ketubot 90a,15,1,2,"לְעוֹלָם אֵימָא לָךְ מַה שֶּׁגָּבָה — גָּבָה, אַיְּידֵי דִּתְנָא: שְׁנִיָּה וְיוֹרְשֶׁיהָ קוֹדְמִין "
ketubot_91,39,23,3,1,1,Ketubot 91a,18,19,2,"גְּמָ׳ תָּנוּ רַבָּנַן: לָזוֹ אֶלֶף וְלָזוֹ חֲמֵשׁ מֵאוֹת, אִם יֵשׁ שָׁם מוֹתַר דִּינָר — אֵלּוּ נוֹ"
ketubot_94,27,27,3,1,1,Ketubot 94a,6,7,2,אַבָּיֵי אָמַר: דְּאַבָּיֵי קַשִּׁישָׁא אִיכָּא בֵּינַיְיהוּ. דְּתָנֵי אַבָּיֵי קַשִּׁישָׁא: יְתוֹמִ
kiddushin_36,30,28,3,1,1,Kiddushin 36a,22,1,2,"הַקַּבָּלוֹת. דִּכְתִיב: ״וְהִקְרִיבוּ בְּנֵי אַהֲרֹן״, וְאָמַר מָר:"
kiddushin_37,30,19,3,1,1,Kiddushin 37a,11,13,3,"אוֹ דִלְמָא לְקוּלָּא פְּלִיג, וְהָכִי קָאָמַר תַּנָּא קַמָּא: חוּץ מִן הָעׇרְלָה וְהַכִּלְאַיִם, דּ"
kiddushin_41,27,21,3,1,1,Kiddushin 41b,1,2,2,פִּיחֵת עֲשָׂרָה אוֹ הוֹסִיף עֲשָׂרָה – תְּרוּמָתוֹ תְּרוּמָה. מְנָלַן? וְכִי תֵּימָא דְּיָלֵיף מִגּ
kiddushin_54,24,17,3,1,1,Kiddushin 54b,2,3,2,"אָמַר עוּלָּא מִשְּׁמֵיהּ דְּבַר פְּדָא, אוֹמֵר הָיָה רַבִּי מֵאִיר: הֶקְדֵּשׁ בְּמֵזִיד – מִתְחַלֵּ"
kiddushin_55,16,15,3,1,1,Kiddushin 55b,5,7,3,"וְדִילְמָא בְּכוֹר וּמַעֲשֵׂר נִינְהוּ? לְמַאי הִילְכְתָא, לְמֵיכְלִינְהוּ בְּמוּמָן? הָכִי נָמֵי בּ"
kiddushin_58,31,24,3,1,1,Kiddushin 58b,4,5,2,וְאִיבָּעֵית אֵימָא: דְּכוּלֵּי עָלְמָא כְּמִי שֶׁהוּרְמוּ דָּמְיָין וְטוֹבַת הֲנָאָה אֵינָהּ מָמוֹן
kiddushin_65b,36,12,3,1,1,Kiddushin 65b,4,6,3,"הֵיכִי דָמֵי? אִי דְּאִית לֵיהּ סָהֲדֵי לְהַאי וְאִית לֵיהּ סָהֲדֵי לְהַאי, מִי מָצְיָ[א] אַמְרַהּ: "
makkot_22,29,21,3,1,1,Makkot 22b,3,4,2,רַבִּי יְהוּדָה אוֹמֵר: אַרְבָּעִים שְׁלֵימוֹת וְכוּ׳. אָמַר רַבִּי יִצְחָק: מַאי טַעְמָא דְּרַבִּי 
makkot_3,32,28,3,1,1,Makkot 3b,4,5,2,"אִיכָּא דְּאָמְרִי, אָמַר רַב יְהוּדָה אָמַר שְׁמוּאֵל: הַמַּלְוֶה אֶת חֲבֵירוֹ לְעֶשֶׂר שָׁנִים – א"
makkot_9,31,20,3,1,1,Makkot 9a,12,2,3,אֵיתִיבֵיהּ אַבָּיֵי לְרָבָא: ״הֲגוֹי גַּם צַדִּיק תַּהֲרֹג״! הָתָם כִּדְקָא מְהַדְּרִי עִלָּוֵיהּ: 
meilah_20,24,23,3,1,1,Meilah 20b,4,5,2,"מַאן תַּנָּא דִּפְלִיג עֲלֵיהּ דְּרַבִּי עֲקִיבָא? רַבָּן שִׁמְעוֹן בֶּן גַּמְלִיאֵל הִיא, דְּתַנְיָ"
menachot_29b,36,21,3,1,1,Menachot 29a,19,1,2,"אַגְרָא חֲמוּהּ דְּרַבִּי אַבָּא,"
menachot_32,23,12,3,1,1,Menachot 32a,11,12,2,"הָא מוֹרִידִין עוֹשִׂין? וְהָתַנְיָא: הֲלָכָה לְמֹשֶׁה מִסִּינַי – תְּפִילִּין עַל הַקְּלָף, וּמְזוּ"
menachot_47,37,37,3,1,1,Menachot 47b,18,19,2,"הָכִי קָאָמֵינָא: יֵשׁ לָךְ דָּבָר שֶׁנִּרְאֶה לִשְׁמוֹ, וְנִשְׁחָט לִשְׁמוֹ, וְנִדְחֶה מִלִּשְׁמוֹ,"
menachot_50,42,14,3,1,1,Menachot 50a,8,9,2,"אָמַר רַבִּי שִׁמְעוֹן: אֵימָתַי? בִּזְמַן שֶׁהָיוּ אֲנוּסִין אוֹ שׁוֹגְגִין, אֲבָל אִם הָיוּ מְזִיד"
menachot_64b,32,11,3,1,1,Menachot 64b,10,11,2,"הָנְהוּ שָׁלֹשׁ נָשִׁים דְּאַיְיתוֹ שָׁלֹשׁ קִינִּין, חֲדָא אָמְרָה: ״לְזִיבָתִי״, וַחֲדָא אָמְרָה: "
menachot_65,25,17,3,1,1,Menachot 65a,10,11,2,"מַאי אַהְדַּרוּ? ״אֶת קׇרְבָּנִי לַחְמִי לְאִשַּׁי תִּשְׁמְרוּ״, שֶׁיִּהְיוּ כּוּלָּן בָּאִין מִתְּר"
moed_katan_8,32,29,3,1,1,Moed Katan 8a,17,18,2,וְלֹא יְעַרְעֵר עַל מֵתוֹ. מַאי לֹא יְעַרְעֵר עַל מֵתוֹ? אָמַר רַב: כַּד הָדַר סַפְדָנָא בְּמַעְרְבָ
nazir_16,15,12,3,1,1,Nazir 16b,2,3,2,"״הֲרֵינִי נָזִיר מֵאָה יוֹם״, וְנִטְמָא יוֹם מֵאָה — סוֹתֵר אֶת הַכֹּל, רַבִּי אֱלִיעֶזֶר אוֹמֵר: אֵ"
nazir_18,20,19,3,1,1,Nazir 18b,1,3,3,"״בְּיוֹם הַהוּא״ לְמָה לִי? אִם אֵינוֹ עִנְיָן לִשְׁמִינִי, תְּנֵהוּ עִנְיָן לִשְׁבִיעִי. וְרַבִּי נ"
nazir_41,10,8,3,1,1,Nazir 41a,4,5,2,מִמַּאי? דִּלְמָא לְעוֹלָם אֲפִילּוּ לִיקְּטוֹ בְּמַלְקֵט וּבְרָהִיטְנֵי — מִצְוָה קָעָבֵיד. וְכִי ת
nazir_53,20,18,3,1,1,Nazir 53a,7,8,2,"מִכְּדִי אֵין הַכְרָעַת שְׁלִישִׁית מַכְרַעַת! אָמַר רַבִּי יַעֲקֹב בַּר אִידִי, מִפִּי שְׁמוּעָה אָ"
nedarim_64,11,11,3,1,1,Nedarim 64a,4,5,2,"״קֻוֽנָּם לְבַיִת זֶה שֶׁאֲנִי נִכְנָס״ וְנַעֲשָׂה בֵּית הַכְּנֶסֶת, אָמַר: ״אִילּוּ הָיִיתִי יוֹדֵע"
nedarim_78,17,14,3,1,1,Nedarim 78a,6,7,2,"״זֶה הַדָּבָר״ בְּפָרָשַׁת נְדָרִים לְמַאי כְּתִיב? לוֹמַר: חָכָם מַתִּיר וְאֵין בַּעַל מַתִּיר, בַּ"
nedarim_79,18,13,3,1,1,Nedarim 79a,5,6,2,"כְּשֶׁהוּא אוֹמֵר ״כִּי הֶחֱרִשׁ לָהּ״, הֲרֵי בְּשׁוֹתֵק עַל מְנָת לְקַיֵּים הַכָּתוּב מְדַבֵּר, הָא"
nedarim_85,16,10,3,1,1,Nedarim 85b,2,3,2,וְכִי תֵּימָא: כִּי קָאָמַר הֲלָכָה כְּרַבִּי יוֹחָנָן בֶּן נוּרִי — עַל הַעֲדָפָה הוּא דְּקָאָמַר.
niddah_27,33,33,3,1,1,Niddah 27b,5,7,3,"גּוּפָא: מְלֹא תַּרְוָד רָקָב שֶׁנָּפַל לְתוֹכוֹ עָפָר כֹּל שֶׁהוּא — טָמֵא, וְרַבִּי שִׁמְעוֹן מְטַ"
niddah_32,31,28,3,1,1,Niddah 32b,4,5,2,"וְלִיכְתּוֹב רַחֲמָנָא בְּזָבָה, וְלָא בָּעֵי בְּנִדָּה, וַאֲנָא יָדַעְנָא דְּאֵין זָבָה בְּלֹא נִדָ"
niddah_39,29,28,3,1,1,Niddah 39a,8,9,2,הָא מִדְּקָתָנֵי סֵיפָא: ״הִגִּיעַ שְׁעַת וִסְתָּהּ וְלֹא בָּדְקָה״ — מִכְּלָל דִּבְאִשָּׁה שֶׁיֵּשׁ
niddah_46,43,32,3,1,1,Niddah 46a,18,19,2,מִכְּלָל דְּמַאן דְּאָמַר ״חוֹשְׁשִׁין״ — חוֹלֶצֶת? וְהָא ״חוֹשְׁשִׁין״ בְּעָלְמָא קָאָמַר!
niddah_9,35,21,3,1,1,Niddah 9a,20,1,2,אֵיזוֹ הִיא זְקֵנָה? כֹּל שֶׁעָבְרוּ עָלֶיהָ שָׁלֹשׁ עוֹנוֹת [סָמוּךְ לְזִקְנָתָהּ]. הֵיכִי דָמֵי סָ
pesachim_106,17,17,3,1,1,Pesachim 106a,5,6,2,תָּנוּ רַבָּנַן: ״זָכוֹר אֶת יוֹם הַשַּׁבָּת לְקַדְּשׁוֹ״ — זוֹכְרֵהוּ עַל הַיַּיִן. אֵין לִי אֶלָּא
pesachim_11,37,27,3,1,1,Pesachim 11a,5,6,2,"אָמַר רָבָא: דְּרַבִּי יְהוּדָה אַדְּרַבִּי יְהוּדָה קַשְׁיָא, דְּרַבָּנַן אַדְּרַבָּנַן לָא קַשְׁיָ"
pesachim_110,29,27,3,1,1,Pesachim 110b,4,5,2,"וְהָא דַּאֲמַרַן עֲשָׂרָה, תְּמָנְיָא, שִׁיתָּא, אַרְבְּעָה אֵין בָּהֶן מִשּׁוּם זוּגֵי, לָא אֲמַרַן"
pesachim_118,41,21,3,1,1,Pesachim 118a,10,11,2,אָמַר רַב שֵׁיזְבִי מִשְּׁמֵיהּ דְּרַבִּי אֶלְעָזָר בֶּן עֲזַרְיָה: קָשִׁין מְזוֹנוֹתָיו שֶׁל אָדָם 
pesachim_18,30,20,3,1,1,Pesachim 18a,13,1,2,"וְאֵימָא: כִּי לָא מְטַמְּאוּ, מַשְׁקִין הַבָּאִין מֵחֲמַת כְּלִי. אֲבָל מַשְׁקִין הַבָּאִין מֵחֲמַת"
pesachim_59,34,29,3,1,1,Pesachim 59a,16,18,3,"וְהָאִיכָּא עוֹלָה! וְכִי תֵּימָא: עוֹלָה לָא מְעַכְּבָא, וְהָתַנְיָא, רַבִּי יִשְׁמָעֵאל בְּנוֹ שֶׁ"
pesachim_60,27,26,3,1,1,Pesachim 60a,10,12,3,"לָא, לְעוֹלָם בִּשְׁתֵּי עֲבוֹדוֹת, וּבְדִין הוּא דְּלָא אִיצְטְרִיךְ לֵיהּ, וְאַיְּידֵי דִּתְנָא לִ"
pesachim_63,24,22,3,1,1,Pesachim 63b,4,6,3,אֶלָּא בְּהַתְרָאַת סָפֵק קָמִיפַּלְגִי. בְּהָא נָמֵי הָא פְּלִיגִי בַהּ חֲדָא זִימְנָא!
pesachim_64,35,31,3,1,1,Pesachim 64b,12,13,2,כֹּהֲנִים עוֹמְדִין שׁוּרוֹת וְכוּ׳. מַאי טַעְמָא? אִילֵּימָא דִּילְמָא שָׁקְלִי דְּדַהֲבָא וּמְעַיּ
rosh_hashanah_12,23,19,3,1,1,Rosh Hashanah 12b,10,11,2,מַאי מִשֶּׁתִּצְמַח — מִשֶּׁתִּצְמַח לִזְרָעִים.
rosh_hashanah_20,35,29,3,1,1,Rosh Hashanah 20a,2,4,3,"אִיכָּא דְּאָמְרִי, אָמַר רַב נַחְמָן, אַף אֲנַן נָמֵי תְּנֵינָא: עַל שְׁנֵי חֳדָשִׁים מְחַלְּלִין א"
rosh_hashanah_21,23,17,3,1,1,Rosh Hashanah 21b,2,4,3,גְּמָ׳ עַל שְׁנֵי חֳדָשִׁים וְתוּ לָא?! וּרְמִינְהוּ: עַל שִׁשָּׁה חֳדָשִׁים הַשְּׁלוּחִין יוֹצְאִין
rosh_hashanah_3,28,26,3,1,1,Rosh Hashanah 3a,6,7,2,"וְאֵימָא רֹאשׁ הַשָּׁנָה סִיוָן? לָא סָלְקָא דַּעְתָּךְ, דִּכְתִיב: ״בַּחֹדֶשׁ הַשְּׁלִישִׁי לְצֵאת "
rosh_hashanah_8,29,26,3,1,1,Rosh Hashanah 8a,13,14,2,"אֶלָּא הָא דְּאָמַר רַב חִסְדָּא: לֹא שָׁנוּ אֶלָּא לְמַלְכֵי יִשְׂרָאֵל, אֲבָל לְמַלְכֵי אוּמּוֹת ה"
sanhedrin_113,20,20,3,1,1,Sanhedrin 113a,4,5,2,רַבִּי שִׁמְעוֹן אוֹמֵר: אָמַר הַקָּדוֹשׁ בָּרוּךְ הוּא וְכוּ׳. לֵימָא בִּדְרַבִּי אָבִין אָמַר רַבּ
sanhedrin_18,28,23,3,1,1,Sanhedrin 18b,3,4,2,"פְּשִׁיטָא! סָלְקָא דַּעְתָּךְ אָמֵינָא, הוֹאִיל וּתְנַן: אֵין דָּנִין לֹא אֶת הַשֵּׁבֶט וְלֹא אֶת נ"
sanhedrin_41,40,36,3,1,1,Sanhedrin 41b,2,4,3,מַעֲשֶׂה וּבָדַק כּוּ׳. מָה בֵּין חֲקִירוֹת כּוּ׳. מַאי ״אֲפִילּוּ שְׁנַיִם אוֹמְרִים״? פְּשִׁיטָא! 
sanhedrin_8,22,8,3,1,1,Sanhedrin 8a,6,7,2,"כְּתִיב: ״וָאֲצַוֶּה אֶת שֹׁפְטֵיכֶם בָּעֵת הַהִיא״, וּכְתִיב: ״וָאֲצַוֶּה אֶתְכֶם בָּעֵת הַהִיא״. א"
sanhedrin_81,34,32,3,1,1,Sanhedrin 81a,3,4,2,"גְּמָ׳ פְּשִׁיטָא! אֶלָּא, אִיתְּגוֹרֵי אִיתְּגוּר?"
sanhedrin_84,37,36,3,1,1,Sanhedrin 84b,7,8,2,וְאֵימָא: אַף עַל גַּב דְּלָא עָבֵיד בֵּיהּ חַבּוּרָה? אַלְּמָה תְּנַן: הַמַּכֶּה אָבִיו וְאִמּוֹ אֵ
shabbat_110,15,14,3,1,1,Shabbat 110b,2,4,3,"וְאִי לָא — לִיכְרֵי שְׁבַע בֵּירֵי, וְלִיקְלֵי בְּהוּ שְׁבִישָׁתָא (יַלְדָּה) דְעׇרְלָה, וְלַינְקְט"
